url,status,content-type
"https://score-leads.vercel.app/assets/index-DQ3P1g1z.css",200,"text/css; charset=utf-8"
"https://fonts.googleapis.com/css2?family=Inter:wght@300;400;500;600;700&display=swap",200,"text/css; charset=utf-8"
